Size,Sleeve_Type,Color,Collar_Type,Fit,Pattern,Price,Trial_Count,Purchased
S,Full,White,Mandarin,Slim,Solid,1518,2,0
M,Sleeveless,Green,V-Neck,Regular,Striped,282,10,1
M,Half,White,Round,Regular,Checked,1644,3,0
M,Half,Black,V-Neck,Loose,Printed,598,1,0
M,Half,Red,V-Neck,Regular,Solid,475,0,0
S,Sleeveless,Green,Mandarin,Loose,Solid,2973,1,0
L,Full,Blue,Mandarin,Regular,Checked,1937,0,1
S,Sleeveless,Black,V-Neck,Regular,Solid,458,7,0
L,Half,Blue,Round,Slim,Striped,977,2,0
M,Half,Green,V-Neck,Regular,Striped,2674,5,0
M,Sleeveless,White,V-Neck,Slim,Printed,670,2,0
L,Sleeveless,Black,Polo,Slim,Striped,2640,5,0
M,Sleeveless,Yellow,Mandarin,Slim,Checked,1339,2,1
S,Half,Red,Polo,Regular,Printed,2310,3,0
XL,Sleeveless,White,Polo,Loose,Printed,1377,3,0
S,Half,Blue,Round,Loose,Checked,2589,1,0
S,Half,White,V-Neck,Loose,Solid,1355,9,0
M,Full,White,Polo,Slim,Printed,1723,7,0
L,Half,Black,Polo,Loose,Printed,1357,0,0
L,Sleeveless,Green,Mandarin,Slim,Checked,1200,1,0
M,Half,Red,Round,Slim,Printed,654,2,1
S,Full,Blue,Round,Regular,Solid,1813,1,0
S,Full,White,V-Neck,Loose,Checked,2550,8,0
M,Sleeveless,Blue,Round,Loose,Printed,2472,8,1
XL,Sleeveless,Green,Round,Slim,Striped,1302,4,1
M,Sleeveless,Red,V-Neck,Loose,Solid,1246,0,0
M,Sleeveless,Yellow,Round,Regular,Striped,2095,1,1
M,Full,Yellow,Polo,Loose,Printed,720,4,0
S,Sleeveless,Black,Mandarin,Slim,Solid,1969,6,0
XL,Full,Black,V-Neck,Loose,Striped,2729,3,0
M,Full,Black,Polo,Regular,Striped,2758,3,1
M,Full,Black,Round,Regular,Checked,910,1,1
L,Half,Red,Round,Slim,Solid,545,2,1
M,Full,Red,V-Neck,Regular,Striped,714,0,1
M,Sleeveless,White,Round,Regular,Checked,1427,5,0
L,Full,Yellow,V-Neck,Regular,Printed,1076,3,1
L,Full,White,Mandarin,Regular,Solid,1539,4,0
L,Sleeveless,Blue,V-Neck,Loose,Solid,1551,7,0
S,Full,Black,V-Neck,Regular,Printed,768,7,0
L,Half,Blue,Round,Slim,Striped,1206,2,0
M,Full,Blue,Polo,Regular,Solid,976,3,0
L,Sleeveless,Black,V-Neck,Regular,Solid,553,2,0
L,Half,Red,Round,Loose,Checked,561,7,0
S,Full,White,Round,Regular,Striped,855,1,0
XL,Sleeveless,Black,Polo,Slim,Printed,511,1,0
M,Full,White,Mandarin,Slim,Printed,2056,4,1
M,Sleeveless,White,Polo,Regular,Striped,2545,2,1
L,Half,Blue,Round,Loose,Printed,1935,2,1
M,Sleeveless,Blue,Mandarin,Slim,Printed,764,0,0
M,Full,Blue,Mandarin,Slim,Solid,983,0,1
XL,Sleeveless,Black,Round,Regular,Striped,1652,6,0
S,Half,White,V-Neck,Regular,Solid,483,9,1
S,Sleeveless,Black,Round,Loose,Printed,2289,2,0
L,Full,Green,Round,Loose,Striped,269,2,1
S,Half,Yellow,Round,Regular,Printed,2239,4,0
M,Full,Red,V-Neck,Regular,Solid,1524,9,1
M,Full,Red,Round,Loose,Solid,835,3,0
S,Full,Green,Mandarin,Slim,Printed,492,3,1
M,Half,Yellow,V-Neck,Slim,Striped,2214,5,0
L,Full,White,Round,Slim,Printed,548,2,0
S,Sleeveless,Yellow,V-Neck,Slim,Solid,2631,8,0
M,Full,Black,Polo,Regular,Checked,1300,0,0
S,Full,Red,V-Neck,Slim,Solid,2595,5,0
L,Sleeveless,White,Mandarin,Regular,Striped,493,2,0
S,Half,Yellow,Mandarin,Regular,Checked,2016,3,0
XL,Half,Green,Mandarin,Regular,Striped,1696,4,0
M,Half,White,Round,Slim,Striped,2290,2,0
M,Half,Black,Polo,Regular,Checked,2682,3,1
L,Half,Yellow,Mandarin,Loose,Striped,2925,0,0
L,Full,Red,V-Neck,Loose,Printed,741,7,1
S,Full,Yellow,Round,Regular,Solid,1734,5,0
M,Full,Green,V-Neck,Loose,Striped,635,1,0
S,Half,Red,Polo,Loose,Printed,2372,5,0
XL,Sleeveless,Green,Round,Slim,Solid,974,1,0
L,Half,Black,V-Neck,Slim,Checked,594,1,0
L,Sleeveless,Blue,V-Neck,Loose,Solid,962,5,0
L,Sleeveless,Red,V-Neck,Slim,Printed,616,3,0
XL,Sleeveless,Black,V-Neck,Loose,Printed,1274,2,0
L,Half,Yellow,Round,Slim,Solid,2742,6,1
L,Half,Blue,Mandarin,Loose,Striped,1220,2,0
XL,Half,Red,Polo,Loose,Printed,1308,0,1
L,Full,White,Round,Slim,Striped,1981,8,0
XL,Full,Black,Polo,Regular,Checked,1030,3,1
M,Full,Blue,Round,Regular,Checked,416,0,1
S,Half,White,Mandarin,Slim,Printed,2673,7,0
M,Sleeveless,Blue,V-Neck,Regular,Striped,494,2,1
S,Half,Green,Mandarin,Regular,Striped,588,3,0
XL,Half,White,Round,Regular,Printed,407,4,1
S,Full,Black,V-Neck,Loose,Checked,2011,3,0
L,Full,White,Round,Regular,Striped,778,2,0
M,Half,Black,Round,Slim,Solid,862,7,1
M,Sleeveless,Yellow,V-Neck,Loose,Striped,374,1,0
XL,Half,Red,V-Neck,Regular,Solid,396,3,0
S,Sleeveless,Red,Polo,Slim,Checked,313,10,1
L,Half,Yellow,Mandarin,Slim,Solid,725,3,1
L,Sleeveless,Black,Polo,Slim,Printed,572,3,1
S,Full,Red,V-Neck,Slim,Solid,1675,2,0
M,Half,White,Mandarin,Loose,Striped,1236,3,1
XL,Half,Black,V-Neck,Slim,Checked,1554,4,1
M,Half,Green,Mandarin,Regular,Printed,2874,0,0
L,Sleeveless,Blue,Polo,Slim,Solid,2681,0,0
L,Half,Red,V-Neck,Regular,Checked,2537,1,0
M,Sleeveless,Green,Polo,Regular,Checked,1216,1,1
M,Sleeveless,Black,V-Neck,Regular,Printed,2346,0,1
S,Full,Black,V-Neck,Regular,Solid,2112,7,0
M,Half,Green,V-Neck,Loose,Solid,1170,1,0
S,Full,Yellow,Polo,Slim,Striped,2344,3,1
M,Full,Black,Round,Slim,Solid,436,3,1
L,Full,Black,V-Neck,Loose,Solid,2959,8,0
M,Full,Blue,Polo,Loose,Solid,1231,1,1
M,Full,Green,Round,Slim,Printed,2956,1,1
M,Half,Black,Round,Slim,Solid,1022,3,0
XL,Half,Blue,V-Neck,Loose,Solid,1058,3,1
S,Full,Black,V-Neck,Slim,Striped,2965,3,0
XL,Half,Green,V-Neck,Regular,Solid,237,0,0
L,Half,Red,Round,Slim,Solid,704,2,0
S,Half,Red,V-Neck,Loose,Solid,1435,1,1
XL,Sleeveless,Black,Polo,Slim,Striped,1670,2,0
XL,Full,Blue,V-Neck,Loose,Striped,2202,2,0
M,Full,Black,Round,Slim,Striped,709,1,1
S,Half,Blue,Round,Slim,Striped,1813,2,1
M,Sleeveless,Black,V-Neck,Loose,Striped,470,1,0
L,Sleeveless,Black,Round,Regular,Checked,2215,9,0
S,Full,Yellow,Polo,Regular,Printed,1115,2,0
L,Full,Blue,Round,Loose,Solid,417,2,0
M,Sleeveless,White,Round,Regular,Striped,2405,5,1
S,Half,Black,V-Neck,Loose,Solid,763,2,0
S,Half,Green,Mandarin,Loose,Printed,362,8,1
L,Sleeveless,Blue,Round,Loose,Printed,778,2,0
M,Half,Red,V-Neck,Regular,Striped,1583,0,1
M,Half,Green,Mandarin,Slim,Printed,2432,5,0
M,Sleeveless,Blue,Mandarin,Slim,Solid,1679,4,1
L,Full,Green,Polo,Loose,Printed,864,3,0
L,Full,Blue,Round,Regular,Striped,1663,4,1
S,Half,Yellow,V-Neck,Loose,Striped,2290,9,0
M,Full,White,Polo,Loose,Striped,2077,3,0
S,Full,Black,Round,Loose,Solid,1865,1,0
L,Full,Black,Mandarin,Regular,Printed,1544,3,0
L,Half,Black,Round,Regular,Checked,958,4,0
L,Half,Red,Round,Slim,Printed,324,3,1
S,Half,Green,V-Neck,Slim,Solid,1774,1,0
M,Full,Black,Polo,Loose,Printed,964,1,1
XL,Sleeveless,Black,Round,Slim,Striped,1208,2,1
M,Full,Black,Round,Loose,Solid,1275,2,1
M,Full,Black,Round,Regular,Printed,869,1,1
XL,Full,Red,Mandarin,Regular,Striped,246,1,0
M,Full,White,Polo,Regular,Printed,996,2,1
M,Full,White,V-Neck,Slim,Printed,2025,0,1
M,Full,Red,Polo,Slim,Printed,2838,2,0
M,Sleeveless,Black,V-Neck,Loose,Printed,477,1,0
M,Full,Black,V-Neck,Slim,Striped,1407,2,0
L,Half,Yellow,Mandarin,Regular,Printed,1170,3,0
S,Half,Green,Polo,Slim,Solid,1429,6,1
L,Half,Blue,V-Neck,Loose,Printed,2970,8,0
M,Sleeveless,Black,V-Neck,Loose,Printed,342,2,1
S,Full,Green,V-Neck,Loose,Striped,513,3,0
M,Half,White,Polo,Slim,Solid,800,1,1
L,Half,Red,Round,Slim,Printed,3000,1,0
L,Full,Blue,Polo,Loose,Printed,1389,2,1
L,Full,Yellow,Round,Regular,Solid,990,3,1
L,Sleeveless,Blue,Polo,Regular,Solid,1559,1,1
S,Sleeveless,Green,Polo,Regular,Striped,948,6,1
L,Full,Blue,Round,Slim,Striped,853,2,0
S,Half,Blue,V-Neck,Regular,Striped,1993,0,1
S,Half,Yellow,V-Neck,Slim,Printed,767,1,0
XL,Half,Green,Polo,Loose,Striped,1340,3,0
M,Sleeveless,Blue,V-Neck,Regular,Printed,1688,0,1
L,Full,White,Mandarin,Regular,Solid,773,3,0
M,Sleeveless,White,Polo,Regular,Striped,2621,4,0
L,Half,Black,Round,Slim,Checked,1064,2,1
M,Full,Red,V-Neck,Loose,Solid,2420,4,0
L,Full,Red,V-Neck,Regular,Printed,278,3,0
S,Half,Blue,Round,Loose,Printed,1269,1,0
M,Sleeveless,Red,Mandarin,Regular,Striped,2406,2,0
L,Full,Yellow,Mandarin,Regular,Printed,2263,0,0
M,Half,Yellow,Round,Slim,Checked,2041,4,0
S,Half,White,V-Neck,Slim,Checked,2632,4,0
S,Half,Yellow,Round,Regular,Solid,1549,1,1
L,Full,Green,Polo,Regular,Printed,1475,3,0
S,Full,Blue,Mandarin,Regular,Checked,812,4,0
S,Full,Green,Round,Regular,Striped,2600,7,0
XL,Full,Yellow,Polo,Loose,Solid,657,7,1
M,Full,Blue,V-Neck,Regular,Solid,2165,0,0
L,Full,Black,V-Neck,Loose,Checked,2540,0,0
L,Half,Black,V-Neck,Regular,Solid,2402,6,0
L,Full,Green,Polo,Regular,Solid,233,1,0
M,Half,Red,V-Neck,Loose,Solid,2164,2,0
M,Full,Blue,Mandarin,Regular,Solid,1966,2,0
M,Half,Red,Mandarin,Loose,Solid,2287,7,0
L,Full,Green,Mandarin,Regular,Solid,1525,5,0
XL,Full,Black,V-Neck,Slim,Solid,1171,3,1
L,Sleeveless,White,Polo,Regular,Printed,572,2,0
M,Full,Blue,Round,Regular,Checked,260,8,0
L,Half,Red,Polo,Loose,Striped,559,3,1
M,Full,White,V-Neck,Slim,Striped,415,0,0
S,Sleeveless,White,V-Neck,Regular,Solid,2497,8,0
S,Half,Green,V-Neck,Regular,Printed,786,2,1
XL,Full,White,Round,Slim,Solid,2624,2,0
S,Full,White,Polo,Regular,Solid,1114,4,0
M,Half,Green,Round,Regular,Solid,1914,3,0
L,Full,Blue,Polo,Loose,Solid,1018,0,0
M,Full,Red,Mandarin,Regular,Printed,699,1,1
L,Sleeveless,Blue,Polo,Loose,Checked,377,1,0
S,Full,Black,Mandarin,Slim,Striped,1244,1,0
L,Half,Red,Polo,Regular,Solid,664,1,0
L,Half,Black,Mandarin,Loose,Solid,1435,5,0
XL,Full,White,Round,Slim,Checked,671,3,1
S,Full,Red,Round,Loose,Striped,1641,3,0
L,Full,Red,V-Neck,Regular,Solid,763,2,0
S,Full,Red,Round,Loose,Solid,1627,1,0
L,Sleeveless,Blue,V-Neck,Loose,Solid,525,2,0
L,Full,Green,Round,Slim,Striped,1270,1,0
L,Half,Green,Round,Loose,Solid,2782,7,0
M,Full,Blue,Polo,Regular,Printed,1097,2,0
XL,Full,Yellow,Mandarin,Slim,Striped,865,3,1
S,Sleeveless,Blue,Round,Loose,Printed,803,2,1
L,Full,Red,Round,Regular,Solid,835,3,1
L,Full,Blue,Polo,Regular,Striped,428,0,0
L,Full,Blue,V-Neck,Slim,Printed,1471,6,0
XL,Sleeveless,Blue,Mandarin,Slim,Solid,1858,5,1
L,Full,Yellow,Round,Loose,Printed,1188,1,0
M,Full,Yellow,Polo,Regular,Striped,535,2,1
M,Half,Red,Polo,Regular,Checked,231,3,1
M,Full,White,Round,Regular,Solid,1579,3,1
M,Half,Black,Mandarin,Loose,Solid,653,4,1
M,Half,Red,Round,Slim,Checked,936,1,0
S,Full,White,Round,Loose,Printed,822,1,0
L,Sleeveless,Red,V-Neck,Loose,Checked,791,0,1
M,Full,Green,Polo,Regular,Checked,1786,2,1
XL,Full,Black,Mandarin,Regular,Checked,1196,6,0
M,Full,Black,V-Neck,Loose,Solid,244,2,0
XL,Half,Blue,Round,Slim,Checked,751,2,1
M,Half,White,V-Neck,Regular,Printed,1402,3,1
M,Sleeveless,Yellow,Polo,Slim,Striped,2218,6,0
M,Half,Red,Round,Regular,Solid,1488,1,1
M,Full,Black,V-Neck,Loose,Checked,419,3,1
L,Full,Red,Polo,Regular,Striped,1286,3,0
XL,Full,Red,V-Neck,Slim,Solid,500,2,0
L,Sleeveless,Yellow,Mandarin,Regular,Printed,1520,2,1
M,Half,Blue,V-Neck,Regular,Solid,1570,0,1
L,Sleeveless,Black,Round,Regular,Solid,1482,0,0
M,Sleeveless,Black,V-Neck,Regular,Checked,2066,2,1
M,Half,Black,Polo,Regular,Solid,2871,4,0
S,Full,Green,Polo,Loose,Printed,390,3,0
M,Sleeveless,Red,Round,Loose,Striped,2895,4,0
XL,Half,Green,Round,Slim,Printed,518,2,0
S,Full,White,V-Neck,Slim,Striped,2159,10,0
L,Half,Blue,Round,Loose,Printed,576,4,1
L,Half,Red,Round,Regular,Printed,1253,1,0
M,Half,White,Round,Regular,Striped,2802,7,0
M,Full,Black,Mandarin,Regular,Solid,2969,0,0
M,Sleeveless,Green,Round,Regular,Printed,952,2,1
S,Full,Red,Mandarin,Loose,Printed,2721,5,0
S,Full,Blue,Round,Slim,Checked,1918,2,1
M,Full,Blue,Round,Regular,Checked,527,2,1
M,Half,Red,Round,Slim,Checked,656,1,1
XL,Half,Black,Polo,Slim,Striped,1013,2,1
S,Half,Black,Mandarin,Loose,Checked,2701,1,0
L,Half,Red,V-Neck,Regular,Striped,2974,2,1
M,Half,Black,Round,Regular,Checked,447,3,0
M,Full,Green,Mandarin,Regular,Checked,466,2,0
M,Half,Blue,V-Neck,Loose,Checked,1967,5,0
M,Half,Blue,Mandarin,Slim,Printed,880,2,0
M,Sleeveless,Green,Round,Regular,Striped,593,4,1
XL,Half,Blue,Round,Loose,Striped,1096,2,0
XL,Sleeveless,Blue,Round,Regular,Striped,253,10,0
M,Sleeveless,White,V-Neck,Loose,Printed,1294,3,0
S,Half,Green,Round,Slim,Printed,1817,2,0
L,Full,Blue,Round,Slim,Striped,1423,3,0
XL,Half,Black,Polo,Slim,Checked,424,0,1
L,Full,Black,V-Neck,Regular,Printed,1518,2,0
XL,Half,Black,V-Neck,Slim,Solid,521,0,0
XL,Full,White,V-Neck,Regular,Solid,395,3,0
S,Sleeveless,Yellow,V-Neck,Slim,Solid,1449,6,0
M,Half,Blue,Round,Regular,Checked,561,3,1
L,Half,Black,Round,Slim,Printed,815,1,1
XL,Full,Black,Round,Slim,Solid,1958,2,0
S,Sleeveless,Yellow,Round,Regular,Striped,1508,0,0
M,Full,Blue,Polo,Slim,Striped,213,3,0
S,Full,White,V-Neck,Loose,Checked,1006,1,1
XL,Half,Blue,V-Neck,Loose,Striped,1056,1,0
M,Sleeveless,Black,Polo,Slim,Printed,2160,3,0
XL,Half,White,Round,Slim,Solid,1036,3,0
XL,Half,Yellow,Round,Slim,Solid,1257,5,0
S,Sleeveless,Red,V-Neck,Slim,Solid,1638,6,1
XL,Sleeveless,White,Round,Regular,Striped,768,2,1
S,Full,Yellow,Round,Regular,Printed,2355,4,0
S,Sleeveless,Red,Round,Regular,Printed,995,8,0
S,Half,Green,Mandarin,Slim,Striped,3000,3,0
XL,Sleeveless,White,Mandarin,Loose,Printed,914,1,1
XL,Half,White,Mandarin,Loose,Checked,1743,3,0
XL,Half,Yellow,Polo,Regular,Printed,1188,0,0
M,Full,Blue,Mandarin,Loose,Striped,842,3,0
M,Full,White,Round,Loose,Printed,1247,0,0
M,Sleeveless,Yellow,Polo,Regular,Printed,2259,6,0
M,Full,Yellow,Polo,Regular,Solid,2740,2,0
M,Half,Black,Round,Regular,Solid,521,3,1
S,Half,Yellow,Mandarin,Loose,Striped,2532,1,0
L,Full,Green,Polo,Loose,Striped,1378,2,0
XL,Full,White,Polo,Slim,Solid,1729,3,1
L,Full,Red,Mandarin,Slim,Checked,1781,1,0
M,Sleeveless,Yellow,Polo,Regular,Checked,201,3,0
L,Full,Red,Polo,Slim,Striped,471,0,0
M,Half,Red,Polo,Slim,Printed,2809,6,0
S,Full,Green,Round,Regular,Solid,1083,4,1
XL,Half,Black,Round,Regular,Striped,461,5,0
M,Full,Black,V-Neck,Slim,Solid,1180,7,0
M,Full,Red,Round,Slim,Solid,1924,3,1
M,Half,Black,Polo,Regular,Solid,1422,1,1
M,Half,Blue,V-Neck,Slim,Striped,962,5,0
L,Full,Red,Polo,Regular,Striped,806,1,1
L,Full,Red,Round,Regular,Checked,276,1,0
M,Full,Black,V-Neck,Regular,Solid,1221,1,0
S,Half,Blue,Polo,Slim,Checked,1984,1,0
XL,Full,Green,Round,Slim,Striped,2067,5,0
XL,Full,Green,Polo,Slim,Solid,1650,2,0
M,Sleeveless,White,Mandarin,Regular,Solid,1090,0,0
M,Half,Red,Polo,Slim,Checked,1910,7,0
S,Full,Red,Polo,Loose,Striped,1316,5,0
L,Sleeveless,Green,Mandarin,Regular,Striped,945,1,1
L,Half,Green,Round,Loose,Solid,2995,3,0
L,Half,Blue,Mandarin,Loose,Solid,1102,6,0
L,Sleeveless,Red,V-Neck,Slim,Solid,1626,3,1
XL,Sleeveless,Green,Round,Loose,Solid,2757,6,0
M,Sleeveless,Black,V-Neck,Loose,Printed,2255,5,0
M,Half,White,Polo,Regular,Striped,782,8,1
S,Full,White,Polo,Loose,Printed,2216,7,0
S,Full,Green,Round,Slim,Printed,1254,0,0
L,Full,Black,Round,Loose,Printed,1772,7,0
M,Half,White,Mandarin,Regular,Printed,380,3,0
M,Full,Green,Round,Slim,Checked,2746,6,0
L,Full,Black,Round,Regular,Checked,1702,4,1
L,Sleeveless,Green,V-Neck,Loose,Printed,1182,2,1
L,Sleeveless,Green,Polo,Slim,Solid,1408,2,0
L,Full,Blue,Round,Regular,Solid,808,3,1
L,Half,Black,Round,Slim,Striped,572,2,0
M,Sleeveless,Black,Polo,Regular,Printed,2648,6,0
L,Full,Green,Round,Loose,Printed,600,2,0
M,Full,White,Polo,Loose,Solid,2032,1,0
S,Full,White,V-Neck,Slim,Solid,1549,5,0
M,Half,White,Polo,Slim,Solid,602,3,1
L,Sleeveless,Blue,Round,Regular,Printed,2311,3,0
M,Full,Black,Polo,Slim,Checked,1286,0,1
S,Full,Yellow,Round,Slim,Striped,1445,2,1
XL,Sleeveless,Yellow,V-Neck,Loose,Solid,2133,7,0
M,Half,Yellow,Polo,Slim,Striped,970,2,1
M,Half,Yellow,Mandarin,Regular,Printed,387,3,0
S,Full,Blue,Polo,Regular,Checked,665,3,0
L,Sleeveless,Blue,V-Neck,Loose,Checked,1019,1,0
L,Half,Blue,Round,Loose,Printed,1169,3,0
XL,Half,Black,Polo,Regular,Striped,204,1,1
M,Sleeveless,Black,Polo,Slim,Solid,509,9,1
M,Half,Green,Polo,Slim,Printed,2947,1,1
S,Half,Green,Round,Regular,Checked,335,3,0
M,Sleeveless,Blue,V-Neck,Slim,Solid,1825,3,1
L,Half,Blue,Polo,Regular,Printed,359,2,1
L,Full,Blue,Round,Regular,Striped,1278,1,1
S,Full,Yellow,Round,Slim,Checked,1845,0,0
S,Half,Black,Mandarin,Slim,Solid,2615,1,0
S,Full,White,Round,Slim,Solid,1273,1,1
M,Half,Yellow,Polo,Regular,Solid,2185,2,0
S,Full,Black,Mandarin,Regular,Printed,2550,0,0
XL,Full,Black,V-Neck,Regular,Printed,705,0,0
M,Half,Red,Mandarin,Loose,Printed,769,3,1
M,Full,Blue,Polo,Slim,Solid,2196,2,0
XL,Sleeveless,Red,Mandarin,Regular,Printed,781,3,0
XL,Half,Blue,Mandarin,Regular,Printed,2406,4,0
S,Sleeveless,Yellow,V-Neck,Regular,Printed,746,3,0
S,Sleeveless,White,Round,Loose,Checked,3000,3,0
L,Half,Green,Polo,Regular,Solid,335,0,0
L,Half,Red,V-Neck,Slim,Printed,2635,1,0
XL,Half,Yellow,V-Neck,Loose,Solid,2064,6,0
M,Sleeveless,Blue,Mandarin,Regular,Solid,1212,1,1
M,Full,Black,Polo,Loose,Solid,796,1,1
L,Half,Red,Polo,Regular,Printed,964,2,0
M,Half,Red,Mandarin,Slim,Solid,1651,5,0
L,Half,Green,Mandarin,Regular,Checked,1032,6,1
L,Full,White,V-Neck,Regular,Striped,751,0,0
S,Half,White,Round,Loose,Printed,1717,1,0
S,Half,Red,V-Neck,Slim,Checked,1350,0,0
S,Sleeveless,Blue,Round,Slim,Printed,981,3,0
M,Full,White,Round,Slim,Solid,1812,3,1
XL,Full,Blue,Round,Regular,Solid,1728,2,1
S,Sleeveless,Green,Mandarin,Regular,Printed,2723,3,0
S,Full,Red,Mandarin,Loose,Printed,1005,3,0
M,Half,Blue,V-Neck,Regular,Solid,2507,5,0
S,Sleeveless,Yellow,V-Neck,Loose,Checked,1975,0,0
L,Full,Blue,Round,Regular,Striped,2242,2,0
M,Sleeveless,Yellow,Mandarin,Slim,Checked,2178,1,0
M,Sleeveless,Blue,V-Neck,Loose,Striped,963,6,1
M,Sleeveless,Blue,V-Neck,Regular,Printed,1314,0,0
XL,Sleeveless,Red,Polo,Slim,Solid,266,0,0
L,Half,Green,Round,Regular,Checked,1998,2,0
M,Half,White,V-Neck,Regular,Solid,893,0,1
S,Full,Green,Polo,Slim,Printed,2498,5,0
M,Full,Blue,V-Neck,Slim,Solid,640,0,1
M,Half,Green,Round,Regular,Printed,602,0,0
M,Half,White,V-Neck,Slim,Printed,663,4,1
S,Full,Blue,Polo,Loose,Solid,2612,1,0
L,Half,Yellow,Mandarin,Slim,Checked,607,1,0
XL,Half,Red,Round,Regular,Printed,1011,4,0
L,Half,White,Round,Loose,Solid,1546,8,0
L,Full,Yellow,V-Neck,Slim,Checked,1868,6,1
M,Half,Green,Mandarin,Regular,Striped,1259,1,0
S,Full,Black,Round,Slim,Checked,1351,2,0
L,Half,Blue,Polo,Loose,Solid,2854,4,0
M,Half,Blue,Mandarin,Slim,Solid,687,1,0
M,Sleeveless,Yellow,Round,Loose,Solid,2276,1,0
M,Sleeveless,Blue,Polo,Loose,Striped,1094,1,0
S,Full,White,Round,Regular,Striped,2306,6,0
L,Half,Blue,V-Neck,Slim,Solid,1503,6,1
S,Sleeveless,Black,V-Neck,Regular,Checked,2147,8,1
S,Sleeveless,Blue,Polo,Slim,Solid,451,2,0
S,Half,Blue,V-Neck,Loose,Printed,818,1,0
M,Sleeveless,Black,Polo,Slim,Striped,238,1,0
S,Half,White,Mandarin,Regular,Striped,2042,1,1
M,Full,Black,Round,Regular,Striped,554,0,1
L,Full,Red,Mandarin,Regular,Striped,2289,1,0
M,Sleeveless,Black,Mandarin,Slim,Striped,1390,2,0
M,Half,White,Polo,Slim,Solid,599,6,0
L,Full,White,Round,Loose,Printed,234,6,1
L,Half,Black,Mandarin,Slim,Checked,200,5,1
M,Sleeveless,Red,Polo,Slim,Solid,1004,0,0
S,Half,Green,V-Neck,Slim,Checked,1127,4,0
M,Half,Green,Round,Regular,Checked,1688,8,0
M,Sleeveless,Black,Round,Slim,Checked,980,2,0
M,Sleeveless,Green,Mandarin,Slim,Solid,2405,1,0
L,Full,Blue,V-Neck,Slim,Striped,3000,3,0
L,Full,White,Mandarin,Slim,Checked,1491,2,0
S,Half,Black,V-Neck,Regular,Solid,731,0,0
M,Half,White,Polo,Loose,Solid,867,0,0
M,Sleeveless,Black,Polo,Regular,Checked,1074,0,0
S,Sleeveless,Yellow,V-Neck,Slim,Checked,1263,6,0
L,Half,White,Round,Regular,Solid,829,4,0
L,Half,Blue,Polo,Regular,Checked,1847,7,0
L,Half,Green,Round,Regular,Solid,360,2,1
XL,Full,Green,Polo,Regular,Striped,2980,1,0
M,Half,Green,Round,Regular,Solid,1518,1,1
M,Half,Black,Round,Slim,Printed,1062,2,0
L,Half,Blue,Mandarin,Regular,Checked,1504,2,0
XL,Sleeveless,Green,Mandarin,Slim,Printed,1813,0,1
XL,Full,Red,Round,Slim,Solid,1629,4,0
M,Half,Blue,Round,Slim,Striped,1946,0,0
M,Full,Blue,Round,Regular,Striped,782,1,1
L,Sleeveless,Black,V-Neck,Loose,Striped,1361,2,1
M,Half,Blue,Polo,Slim,Solid,2307,2,0
L,Full,Yellow,Polo,Slim,Printed,1358,3,0
S,Sleeveless,Green,Polo,Slim,Checked,468,0,0
S,Full,White,V-Neck,Slim,Checked,2460,0,1
M,Sleeveless,Red,Polo,Regular,Solid,2752,1,1
L,Sleeveless,Blue,Mandarin,Regular,Printed,448,2,0
L,Full,White,Mandarin,Slim,Solid,1503,2,1
M,Half,Red,Polo,Loose,Striped,348,10,0
S,Full,Blue,Round,Slim,Solid,3000,5,0
L,Half,Black,Round,Regular,Printed,1174,0,0
XL,Half,Blue,Polo,Regular,Solid,1662,5,1
M,Sleeveless,Green,Mandarin,Loose,Striped,1804,1,0
L,Half,Red,Mandarin,Slim,Solid,1727,0,1
XL,Sleeveless,White,Polo,Regular,Printed,848,3,1
S,Sleeveless,Black,V-Neck,Loose,Printed,1006,0,0
M,Half,White,Polo,Slim,Printed,695,0,0
S,Full,Black,Polo,Regular,Printed,1323,1,0
L,Sleeveless,Yellow,Round,Regular,Solid,2106,9,0
M,Full,Blue,Polo,Regular,Checked,741,1,0
L,Full,White,Polo,Slim,Solid,1043,1,1
M,Half,Red,V-Neck,Slim,Printed,710,1,0
L,Sleeveless,White,Mandarin,Regular,Striped,1362,0,0
M,Sleeveless,Yellow,V-Neck,Regular,Solid,1470,3,0
XL,Half,Black,Mandarin,Regular,Striped,559,1,0
S,Half,White,V-Neck,Loose,Solid,209,0,0
L,Sleeveless,Black,Round,Regular,Checked,2105,4,1
XL,Half,Blue,Polo,Regular,Printed,1313,9,1
L,Full,Black,Round,Slim,Solid,228,1,0
M,Sleeveless,White,Polo,Loose,Printed,1257,7,0
M,Sleeveless,White,V-Neck,Slim,Striped,1529,6,0
S,Half,Black,Round,Loose,Solid,598,3,1
M,Full,Red,Round,Loose,Checked,906,1,0
XL,Half,Black,V-Neck,Regular,Printed,959,6,1
M,Sleeveless,Black,Round,Slim,Striped,2459,5,1
L,Full,Green,Round,Slim,Striped,366,2,0
L,Half,Black,V-Neck,Loose,Solid,1839,1,1
L,Sleeveless,White,V-Neck,Regular,Striped,2389,9,1
M,Full,Red,Mandarin,Loose,Solid,854,7,1
M,Sleeveless,Black,V-Neck,Regular,Checked,1531,0,1
L,Half,Blue,Polo,Slim,Striped,646,2,1
XL,Full,Red,Mandarin,Regular,Printed,755,1,0
L,Full,Black,Round,Loose,Printed,1445,2,0
